inst#,actual,predicted,error,distribution,,
465,2:neutral,1:positive,+,*0.725,0.275,0
466,2:neutral,2:neutral,,0.003,*0.983,0.013
467,2:neutral,2:neutral,,0.046,*0.92,0.033
468,2:neutral,3:negative,+,0.103,0.098,*0.799
469,2:neutral,2:neutral,,0.01,*0.804,0.185
470,2:neutral,2:neutral,,0.002,*0.99,0.008
471,2:neutral,2:neutral,,0.02,*0.807,0.172
472,2:neutral,2:neutral,,0.106,*0.891,0.003
473,2:neutral,2:neutral,,0.064,*0.934,0.003
474,2:neutral,2:neutral,,0.012,*0.971,0.017
475,2:neutral,1:positive,+,*0.724,0.27,0.006
476,2:neutral,2:neutral,,0.151,*0.846,0.002
477,2:neutral,1:positive,+,*0.478,0.468,0.054
478,2:neutral,2:neutral,,0.002,*0.982,0.016
479,2:neutral,2:neutral,,0.116,*0.873,0.011
480,2:neutral,2:neutral,,0.028,*0.78,0.193
481,2:neutral,1:positive,+,*0.837,0.074,0.089
482,2:neutral,2:neutral,,0.002,*0.998,0
483,2:neutral,3:negative,+,0.014,0.341,*0.645
484,2:neutral,2:neutral,,0.254,*0.745,0.001
485,2:neutral,2:neutral,,0.042,*0.816,0.142
486,2:neutral,2:neutral,,0.023,*0.945,0.032
487,2:neutral,1:positive,+,*0.554,0.446,0.001
488,2:neutral,1:positive,+,*0.426,0.336,0.238
489,2:neutral,2:neutral,,0.06,*0.934,0.006
490,2:neutral,2:neutral,,0.458,*0.54,0.002
491,2:neutral,2:neutral,,0.375,*0.623,0.002
492,2:neutral,2:neutral,,0.069,*0.897,0.034
493,2:neutral,2:neutral,,0.166,*0.833,0.002
494,2:neutral,2:neutral,,0.218,*0.738,0.044
495,2:neutral,2:neutral,,0.031,*0.967,0.002
496,2:neutral,2:neutral,,0.274,*0.674,0.052
497,2:neutral,2:neutral,,0.037,*0.543,0.42
498,2:neutral,2:neutral,,0.374,*0.626,0
499,2:neutral,2:neutral,,0.363,*0.637,0
500,2:neutral,2:neutral,,0.04,*0.957,0.003
1,1:positive,1:positive,,*0.823,0.144,0.033
2,1:positive,1:positive,,*0.894,0.092,0.014
3,1:positive,2:neutral,+,0.179,*0.784,0.037
4,1:positive,1:positive,,*0.507,0.189,0.304
5,1:positive,1:positive,,*0.984,0.008,0.007
6,1:positive,1:positive,,*0.851,0.001,0.148
7,1:positive,1:positive,,*0.709,0.004,0.287
8,1:positive,1:positive,,*0.591,0.409,0.001
9,1:positive,1:positive,,*0.988,0.012,0
10,1:positive,1:positive,,*0.711,0.18,0.11
11,1:positive,1:positive,,*1,0,0
12,1:positive,1:positive,,*0.99,0.003,0.007
13,1:positive,1:positive,,*0.964,0.036,0
14,1:positive,1:positive,,*0.476,0.436,0.088
15,1:positive,1:positive,,*0.659,0.341,0.001
16,1:positive,1:positive,,*0.931,0.025,0.045
17,1:positive,1:positive,,*0.97,0,0.03
18,1:positive,2:neutral,+,0.311,*0.673,0.016
19,1:positive,1:positive,,*0.98,0.02,0
20,1:positive,1:positive,,*0.997,0,0.003
21,1:positive,1:positive,,*0.76,0.233,0.008
22,1:positive,1:positive,,*0.708,0.291,0.001
23,1:positive,1:positive,,*0.681,0.288,0.031
24,1:positive,1:positive,,*0.787,0.212,0
25,1:positive,1:positive,,*0.427,0.269,0.304
26,1:positive,1:positive,,*0.947,0.051,0.002
27,1:positive,1:positive,,*0.705,0.269,0.026
28,1:positive,1:positive,,*0.728,0.265,0.007
29,1:positive,1:positive,,*0.994,0,0.006
30,1:positive,1:positive,,*0.76,0.03,0.211
31,1:positive,1:positive,,*0.464,0.174,0.362
32,1:positive,1:positive,,*0.97,0.014,0.016
33,1:positive,1:positive,,*0.866,0.076,0.058
34,1:positive,1:positive,,*0.672,0.327,0
35,1:positive,1:positive,,*0.622,0.369,0.008
36,1:positive,1:positive,,*0.738,0.261,0
37,1:positive,1:positive,,*0.835,0.163,0.002
38,1:positive,2:neutral,+,0.151,*0.844,0.005
39,1:positive,1:positive,,*0.542,0.343,0.115
40,1:positive,1:positive,,*0.697,0.29,0.013
41,1:positive,1:positive,,*0.974,0,0.026
42,1:positive,2:neutral,+,0.183,*0.811,0.007
43,1:positive,1:positive,,*0.926,0.074,0
44,1:positive,1:positive,,*0.798,0.165,0.037
45,1:positive,2:neutral,+,0.475,*0.524,0
46,1:positive,1:positive,,*0.994,0.005,0
47,1:positive,1:positive,,*0.999,0,0.001
48,1:positive,1:positive,,*0.995,0.003,0.002
49,1:positive,1:positive,,*0.861,0.13,0.009
50,1:positive,1:positive,,*0.907,0.072,0.021
51,1:positive,2:neutral,+,0.034,*0.911,0.055
52,1:positive,1:positive,,*0.837,0.161,0.002
53,1:positive,1:positive,,*0.525,0.357,0.119
54,1:positive,1:positive,,*0.999,0.001,0
55,1:positive,1:positive,,*0.983,0.016,0
56,1:positive,1:positive,,*0.981,0.009,0.01
57,1:positive,1:positive,,*0.938,0.001,0.061
58,1:positive,1:positive,,*0.836,0.12,0.044
59,1:positive,1:positive,,*0.88,0.12,0
60,1:positive,1:positive,,*0.627,0.368,0.004
61,1:positive,2:neutral,+,0.287,*0.708,0.006
62,1:positive,1:positive,,*0.495,0.024,0.481
63,1:positive,1:positive,,*0.99,0.002,0.007
64,1:positive,1:positive,,*0.799,0.2,0.001
65,1:positive,2:neutral,+,0.426,*0.513,0.061
66,1:positive,1:positive,,*0.881,0.118,0.001
67,1:positive,2:neutral,+,0.292,*0.703,0.005
68,1:positive,1:positive,,*0.997,0.002,0.001
69,1:positive,1:positive,,*0.526,0.473,0
70,1:positive,1:positive,,*0.957,0.006,0.037
71,1:positive,1:positive,,*0.968,0.005,0.027
72,1:positive,1:positive,,*0.991,0.009,0.001
73,1:positive,3:negative,+,0.324,0.126,*0.55
74,1:positive,1:positive,,*0.934,0.063,0.002
75,1:positive,1:positive,,*0.912,0.088,0
76,1:positive,1:positive,,*0.954,0.04,0.006
77,1:positive,1:positive,,*0.542,0.458,0
78,1:positive,1:positive,,*0.894,0.105,0.001
79,1:positive,1:positive,,*0.769,0.231,0
80,1:positive,1:positive,,*0.691,0.309,0
81,1:positive,2:neutral,+,0.136,*0.863,0.001
82,1:positive,1:positive,,*1,0,0
83,1:positive,1:positive,,*0.659,0.341,0
84,1:positive,1:positive,,*0.691,0.279,0.03
85,1:positive,1:positive,,*0.996,0.002,0.002
86,1:positive,1:positive,,*0.999,0.001,0
87,1:positive,1:positive,,*0.846,0.15,0.005
88,1:positive,1:positive,,*0.627,0.371,0.003
89,1:positive,1:positive,,*0.994,0.001,0.005
90,1:positive,1:positive,,*0.969,0.031,0
91,1:positive,1:positive,,*0.918,0.071,0.012
92,1:positive,2:neutral,+,0.375,*0.624,0.002
93,1:positive,2:neutral,+,0.265,*0.729,0.006
94,1:positive,1:positive,,*0.624,0.331,0.045
95,1:positive,1:positive,,*0.997,0.003,0
96,1:positive,1:positive,,*0.614,0.385,0.001
97,1:positive,2:neutral,+,0.281,*0.719,0
98,1:positive,1:positive,,*0.985,0.013,0.003
99,1:positive,1:positive,,*0.988,0.011,0
100,1:positive,1:positive,,*0.687,0.312,0.001
101,1:positive,1:positive,,*0.525,0.474,0
102,1:positive,1:positive,,*0.983,0.017,0
103,1:positive,1:positive,,*0.8,0.18,0.02
104,1:positive,1:positive,,*0.998,0,0.002
105,1:positive,1:positive,,*0.999,0.001,0
106,1:positive,1:positive,,*0.998,0.002,0
107,1:positive,3:negative,+,0.482,0.036,*0.482
108,1:positive,1:positive,,*0.985,0.005,0.009
109,1:positive,1:positive,,*0.843,0.156,0.001
110,1:positive,2:neutral,+,0.271,*0.729,0
111,1:positive,1:positive,,*0.762,0.234,0.004
112,1:positive,2:neutral,+,0.062,*0.879,0.058
113,1:positive,1:positive,,*0.991,0.006,0.003
114,1:positive,2:neutral,+,0.275,*0.724,0.001
115,1:positive,2:neutral,+,0.053,*0.941,0.006
116,1:positive,1:positive,,*0.939,0.049,0.012
117,1:positive,1:positive,,*0.893,0.107,0
118,1:positive,2:neutral,+,0.113,*0.882,0.005
119,1:positive,2:neutral,+,0.432,*0.563,0.005
120,1:positive,3:negative,+,0.065,0.462,*0.473
121,1:positive,1:positive,,*0.794,0.086,0.119
122,1:positive,1:positive,,*0.991,0.009,0
123,1:positive,1:positive,,*0.946,0.054,0
124,1:positive,1:positive,,*0.957,0.04,0.002
125,1:positive,1:positive,,*0.914,0.054,0.032
126,1:positive,1:positive,,*0.74,0.152,0.108
127,1:positive,1:positive,,*0.719,0.003,0.278
128,1:positive,1:positive,,*0.929,0.004,0.067
129,1:positive,1:positive,,*0.689,0.311,0
130,1:positive,1:positive,,*0.73,0.033,0.237
131,1:positive,1:positive,,*0.994,0.006,0.001
132,1:positive,2:neutral,+,0.449,*0.464,0.087
133,1:positive,1:positive,,*0.918,0.078,0.004
134,1:positive,1:positive,,*0.708,0.169,0.122
135,1:positive,2:neutral,+,0.073,*0.925,0.002
136,1:positive,1:positive,,*0.935,0,0.065
137,1:positive,3:negative,+,0.198,0.228,*0.574
138,1:positive,1:positive,,*0.927,0.052,0.021
139,1:positive,1:positive,,*0.987,0.011,0.002
140,1:positive,1:positive,,*0.979,0.019,0.002
141,1:positive,3:negative,+,0.129,0.028,*0.843
142,1:positive,2:neutral,+,0.317,*0.677,0.005
143,1:positive,2:neutral,+,0.293,*0.705,0.002
144,1:positive,2:neutral,+,0.363,*0.636,0.001
145,1:positive,1:positive,,*0.904,0.002,0.094
146,1:positive,1:positive,,*0.994,0.006,0
147,1:positive,1:positive,,*0.795,0.205,0.001
148,1:positive,2:neutral,+,0.042,*0.947,0.011
149,1:positive,2:neutral,+,0.327,*0.657,0.016
150,1:positive,1:positive,,*0.772,0.222,0.006
151,1:positive,2:neutral,+,0.223,*0.775,0.002
152,1:positive,2:neutral,+,0.106,*0.894,0
153,1:positive,1:positive,,*0.786,0.212,0.002
154,1:positive,1:positive,,*0.445,0.364,0.191
155,1:positive,3:negative,+,0.009,0.161,*0.83
156,1:positive,1:positive,,*0.795,0.127,0.078
157,1:positive,1:positive,,*0.973,0.026,0.001
158,1:positive,1:positive,,*0.793,0.174,0.033
159,1:positive,1:positive,,*0.984,0.016,0
160,1:positive,1:positive,,*0.997,0.003,0.001
161,1:positive,1:positive,,*0.819,0.18,0.001
162,1:positive,1:positive,,*0.873,0.111,0.016
163,1:positive,2:neutral,+,0.282,*0.699,0.018
164,1:positive,1:positive,,*0.558,0.406,0.036
165,1:positive,1:positive,,*0.997,0.003,0.001
166,1:positive,2:neutral,+,0.051,*0.777,0.172
167,1:positive,2:neutral,+,0.203,*0.778,0.019
168,1:positive,1:positive,,*0.959,0.026,0.015
169,1:positive,2:neutral,+,0.077,*0.902,0.021
170,1:positive,1:positive,,*0.852,0.142,0.006
171,1:positive,2:neutral,+,0.005,*0.743,0.251
172,1:positive,1:positive,,*0.981,0.014,0.005
173,1:positive,2:neutral,+,0.256,*0.66,0.084
174,1:positive,1:positive,,*0.937,0.044,0.019
175,3:negative,2:neutral,+,0.107,*0.662,0.231
176,3:negative,3:negative,,0.001,0.164,*0.834
177,3:negative,3:negative,,0.072,0.286,*0.641
178,3:negative,3:negative,,0.09,0.335,*0.575
179,3:negative,3:negative,,0.029,0.096,*0.875
180,3:negative,2:neutral,+,0.172,*0.433,0.395
181,3:negative,2:neutral,+,0.008,*0.754,0.239
182,3:negative,2:neutral,+,0.009,*0.541,0.45
183,3:negative,3:negative,,0.01,0.015,*0.976
184,3:negative,2:neutral,+,0.13,*0.816,0.054
185,3:negative,2:neutral,+,0.001,*0.595,0.404
186,3:negative,3:negative,,0.179,0.002,*0.818
187,3:negative,2:neutral,+,0.05,*0.543,0.407
188,3:negative,2:neutral,+,0.006,*0.938,0.055
189,3:negative,3:negative,,0.075,0.088,*0.837
190,3:negative,2:neutral,+,0.041,*0.874,0.085
191,3:negative,2:neutral,+,0.01,*0.89,0.1
192,3:negative,3:negative,,0.079,0.032,*0.89
193,3:negative,3:negative,,0.009,0.26,*0.731
194,3:negative,3:negative,,0.149,0.375,*0.476
195,3:negative,2:neutral,+,0.023,*0.619,0.358
196,3:negative,3:negative,,0.001,0.18,*0.819
197,3:negative,3:negative,,0.124,0.291,*0.586
198,3:negative,2:neutral,+,0.079,*0.728,0.193
199,3:negative,1:positive,+,*0.602,0.109,0.288
200,3:negative,2:neutral,+,0.014,*0.746,0.24
201,3:negative,2:neutral,+,0.076,*0.732,0.191
202,3:negative,3:negative,,0.112,0.215,*0.673
203,3:negative,2:neutral,+,0.042,*0.497,0.46
204,3:negative,3:negative,,0.327,0.101,*0.572
205,3:negative,3:negative,,0.082,0.036,*0.882
206,3:negative,3:negative,,0.196,0.005,*0.799
207,3:negative,3:negative,,0.04,0.175,*0.784
208,3:negative,3:negative,,0.002,0.066,*0.932
209,3:negative,1:positive,+,*0.831,0.003,0.167
210,3:negative,1:positive,+,*0.802,0.037,0.16
211,3:negative,1:positive,+,*0.656,0.018,0.326
212,3:negative,3:negative,,0.267,0.051,*0.681
213,3:negative,2:neutral,+,0.082,*0.751,0.166
214,3:negative,1:positive,+,*0.847,0.04,0.113
215,3:negative,3:negative,,0.156,0.015,*0.829
216,3:negative,1:positive,+,*0.475,0.22,0.306
217,3:negative,2:neutral,+,0.008,*0.816,0.176
218,3:negative,3:negative,,0.005,0.231,*0.764
219,3:negative,2:neutral,+,0.02,*0.677,0.303
220,3:negative,3:negative,,0.006,0,*0.994
221,3:negative,3:negative,,0.003,0.014,*0.984
222,3:negative,2:neutral,+,0.251,*0.701,0.048
223,3:negative,3:negative,,0.026,0.443,*0.532
224,3:negative,3:negative,,0.014,0.077,*0.909
225,3:negative,1:positive,+,*0.653,0.33,0.017
226,3:negative,2:neutral,+,0.005,*0.815,0.18
227,3:negative,3:negative,,0.368,0.155,*0.476
228,3:negative,3:negative,,0.023,0.303,*0.674
229,3:negative,2:neutral,+,0.025,*0.917,0.057
230,3:negative,2:neutral,+,0.075,*0.606,0.319
231,3:negative,3:negative,,0.03,0.218,*0.752
232,3:negative,1:positive,+,*0.419,0.309,0.272
233,3:negative,3:negative,,0.071,0.373,*0.557
234,3:negative,2:neutral,+,0.002,*0.754,0.244
235,3:negative,2:neutral,+,0.078,*0.886,0.036
236,3:negative,2:neutral,+,0.043,*0.671,0.285
237,3:negative,1:positive,+,*0.466,0.301,0.233
238,3:negative,2:neutral,+,0.022,*0.969,0.009
239,3:negative,2:neutral,+,0.032,*0.622,0.346
240,3:negative,2:neutral,+,0.267,*0.549,0.185
241,3:negative,2:neutral,+,0.05,*0.843,0.106
242,3:negative,3:negative,,0.006,0.268,*0.726
243,3:negative,3:negative,,0.012,0.224,*0.764
244,3:negative,2:neutral,+,0.154,*0.565,0.281
245,3:negative,2:neutral,+,0.027,*0.668,0.305
246,3:negative,1:positive,+,*0.675,0.013,0.312
247,3:negative,2:neutral,+,0.203,*0.423,0.374
248,3:negative,3:negative,,0.062,0.12,*0.818
249,3:negative,3:negative,,0.003,0,*0.997
250,3:negative,3:negative,,0.046,0.223,*0.731
251,2:neutral,2:neutral,,0.252,*0.617,0.131
252,2:neutral,2:neutral,,0.094,*0.63,0.276
253,2:neutral,2:neutral,,0.49,*0.509,0
254,2:neutral,2:neutral,,0.063,*0.497,0.44
255,2:neutral,2:neutral,,0.056,*0.918,0.026
256,2:neutral,2:neutral,,0.133,*0.862,0.005
257,2:neutral,2:neutral,,0.003,*0.637,0.36
258,2:neutral,2:neutral,,0.157,*0.842,0.001
259,2:neutral,2:neutral,,0.008,*0.979,0.013
260,2:neutral,2:neutral,,0.017,*0.889,0.094
261,2:neutral,2:neutral,,0.027,*0.913,0.06
262,2:neutral,2:neutral,,0.003,*0.889,0.108
263,2:neutral,2:neutral,,0.105,*0.651,0.245
264,2:neutral,2:neutral,,0.094,*0.898,0.007
265,2:neutral,2:neutral,,0.327,*0.667,0.006
266,2:neutral,2:neutral,,0.002,*0.987,0.012
267,2:neutral,2:neutral,,0.042,*0.941,0.017
268,2:neutral,2:neutral,,0.159,*0.746,0.095
269,2:neutral,2:neutral,,0.071,*0.918,0.011
270,2:neutral,2:neutral,,0.125,*0.504,0.371
271,2:neutral,2:neutral,,0.331,*0.666,0.002
272,2:neutral,2:neutral,,0.097,*0.88,0.023
273,2:neutral,2:neutral,,0.01,*0.979,0.011
274,2:neutral,2:neutral,,0.428,*0.437,0.135
275,2:neutral,2:neutral,,0.059,*0.934,0.007
276,2:neutral,2:neutral,,0.073,*0.835,0.092
277,2:neutral,2:neutral,,0.017,*0.959,0.025
278,2:neutral,2:neutral,,0.203,*0.618,0.179
279,2:neutral,2:neutral,,0.003,*0.927,0.07
280,2:neutral,2:neutral,,0.132,*0.866,0.001
281,2:neutral,2:neutral,,0.041,*0.952,0.007
282,2:neutral,2:neutral,,0.367,*0.633,0.001
283,2:neutral,2:neutral,,0.005,*0.966,0.029
284,2:neutral,2:neutral,,0.028,*0.969,0.003
285,2:neutral,2:neutral,,0.029,*0.964,0.007
286,2:neutral,2:neutral,,0.017,*0.809,0.174
287,2:neutral,2:neutral,,0.048,*0.947,0.005
288,2:neutral,1:positive,+,*0.612,0.382,0.006
289,2:neutral,1:positive,+,*0.575,0.094,0.331
290,2:neutral,1:positive,+,*0.635,0.362,0.002
291,2:neutral,2:neutral,,0.091,*0.894,0.015
292,2:neutral,2:neutral,,0.104,*0.714,0.182
293,2:neutral,2:neutral,,0.111,*0.866,0.023
294,2:neutral,1:positive,+,*0.946,0.031,0.022
295,2:neutral,2:neutral,,0.011,*0.983,0.006
296,2:neutral,2:neutral,,0.005,*0.622,0.374
297,2:neutral,2:neutral,,0.022,*0.923,0.055
298,2:neutral,2:neutral,,0.047,*0.948,0.005
299,2:neutral,2:neutral,,0.018,*0.975,0.007
300,2:neutral,2:neutral,,0.031,*0.787,0.182
301,2:neutral,2:neutral,,0.055,*0.941,0.004
302,2:neutral,2:neutral,,0.125,*0.868,0.007
303,2:neutral,2:neutral,,0.021,*0.975,0.004
304,2:neutral,2:neutral,,0.075,*0.722,0.203
305,2:neutral,2:neutral,,0.152,*0.848,0
306,2:neutral,2:neutral,,0.103,*0.878,0.018
307,2:neutral,2:neutral,,0.074,*0.898,0.028
308,2:neutral,2:neutral,,0.001,*0.551,0.448
309,2:neutral,2:neutral,,0.081,*0.912,0.007
310,2:neutral,2:neutral,,0.015,*0.958,0.027
311,2:neutral,3:negative,+,0.212,0.337,*0.452
312,2:neutral,2:neutral,,0.1,*0.841,0.059
313,2:neutral,3:negative,+,0.191,0.37,*0.438
314,2:neutral,2:neutral,,0.001,*0.991,0.008
315,2:neutral,2:neutral,,0.34,*0.629,0.032
316,2:neutral,2:neutral,,0.094,*0.771,0.135
317,2:neutral,2:neutral,,0.265,*0.73,0.005
318,2:neutral,1:positive,+,*0.642,0.324,0.034
319,2:neutral,1:positive,+,*0.896,0.02,0.084
320,2:neutral,2:neutral,,0.078,*0.858,0.064
321,2:neutral,1:positive,+,*0.545,0.452,0.003
322,2:neutral,2:neutral,,0.018,*0.979,0.003
323,2:neutral,2:neutral,,0.014,*0.975,0.011
324,2:neutral,1:positive,+,*0.866,0.132,0.002
325,2:neutral,2:neutral,,0.393,*0.607,0
326,2:neutral,2:neutral,,0.009,*0.913,0.077
327,2:neutral,2:neutral,,0.015,*0.982,0.003
328,2:neutral,2:neutral,,0.019,*0.965,0.016
329,2:neutral,2:neutral,,0.221,*0.775,0.004
330,2:neutral,2:neutral,,0.152,*0.847,0.001
331,2:neutral,2:neutral,,0.155,*0.826,0.019
332,2:neutral,1:positive,+,*0.904,0.042,0.054
333,2:neutral,2:neutral,,0.028,*0.933,0.039
334,2:neutral,2:neutral,,0.055,*0.945,0.001
335,2:neutral,2:neutral,,0.043,*0.851,0.107
336,2:neutral,2:neutral,,0.002,*0.864,0.135
337,2:neutral,1:positive,+,*0.643,0.307,0.05
338,2:neutral,2:neutral,,0.037,*0.919,0.044
339,2:neutral,2:neutral,,0.037,*0.931,0.032
340,2:neutral,2:neutral,,0.062,*0.867,0.071
341,2:neutral,2:neutral,,0.353,*0.628,0.019
342,2:neutral,2:neutral,,0.004,*0.986,0.01
343,2:neutral,2:neutral,,0.039,*0.927,0.034
344,2:neutral,1:positive,+,*0.529,0.425,0.047
345,2:neutral,1:positive,+,*0.592,0.407,0.001
346,2:neutral,1:positive,+,*0.772,0.219,0.008
347,2:neutral,2:neutral,,0.039,*0.96,0.001
348,2:neutral,2:neutral,,0.195,*0.737,0.069
349,2:neutral,2:neutral,,0.002,*0.98,0.018
350,2:neutral,2:neutral,,0.02,*0.915,0.065
351,2:neutral,2:neutral,,0.055,*0.89,0.054
352,2:neutral,2:neutral,,0.405,*0.594,0.001
353,2:neutral,2:neutral,,0.001,*0.976,0.022
354,2:neutral,2:neutral,,0.143,*0.799,0.058
355,2:neutral,1:positive,+,*0.773,0.004,0.223
356,2:neutral,3:negative,+,0.16,0.378,*0.462
357,2:neutral,3:negative,+,0.004,0.41,*0.587
358,2:neutral,1:positive,+,*0.907,0.089,0.004
359,2:neutral,2:neutral,,0.161,*0.777,0.062
360,2:neutral,2:neutral,,0.044,*0.851,0.105
361,2:neutral,2:neutral,,0.276,*0.697,0.028
362,2:neutral,2:neutral,,0.052,*0.826,0.122
363,2:neutral,1:positive,+,*0.644,0.356,0
364,2:neutral,2:neutral,,0.447,*0.51,0.043
365,2:neutral,2:neutral,,0.367,*0.633,0
366,2:neutral,2:neutral,,0.168,*0.808,0.024
367,2:neutral,2:neutral,,0.019,*0.867,0.114
368,2:neutral,2:neutral,,0.019,*0.98,0.001
369,2:neutral,2:neutral,,0.484,*0.504,0.012
370,2:neutral,2:neutral,,0.08,*0.742,0.178
371,2:neutral,2:neutral,,0.067,*0.923,0.009
372,2:neutral,3:negative,+,0.186,0.01,*0.804
373,2:neutral,2:neutral,,0.13,*0.852,0.018
374,2:neutral,2:neutral,,0.004,*0.981,0.015
375,2:neutral,2:neutral,,0.072,*0.921,0.007
376,2:neutral,3:negative,+,0.007,0.252,*0.74
377,2:neutral,2:neutral,,0.342,*0.646,0.012
378,2:neutral,2:neutral,,0.299,*0.68,0.021
379,2:neutral,2:neutral,,0.107,*0.892,0
380,2:neutral,2:neutral,,0.081,*0.79,0.129
381,2:neutral,2:neutral,,0.026,*0.877,0.097
382,2:neutral,2:neutral,,0.153,*0.836,0.01
383,2:neutral,1:positive,+,*0.727,0.24,0.032
384,2:neutral,2:neutral,,0.351,*0.649,0
385,2:neutral,2:neutral,,0.005,*0.973,0.022
386,2:neutral,2:neutral,,0.015,*0.976,0.008
387,2:neutral,2:neutral,,0.207,*0.704,0.089
388,2:neutral,2:neutral,,0.112,*0.882,0.006
389,2:neutral,2:neutral,,0.325,*0.613,0.061
390,2:neutral,1:positive,+,*0.592,0.212,0.196
391,2:neutral,2:neutral,,0.011,*0.986,0.003
392,2:neutral,2:neutral,,0.288,*0.71,0.002
393,2:neutral,2:neutral,,0.078,*0.869,0.053
394,2:neutral,2:neutral,,0.037,*0.961,0.002
395,2:neutral,1:positive,+,*0.569,0.038,0.393
396,2:neutral,2:neutral,,0.129,*0.648,0.223
397,2:neutral,2:neutral,,0.272,*0.726,0.002
398,2:neutral,2:neutral,,0.024,*0.976,0
399,2:neutral,1:positive,+,*0.919,0.075,0.006
400,2:neutral,2:neutral,,0.066,*0.915,0.02
401,2:neutral,1:positive,+,*0.509,0.49,0.001
402,2:neutral,2:neutral,,0.042,*0.834,0.124
403,2:neutral,2:neutral,,0.245,*0.62,0.135
404,2:neutral,2:neutral,,0.049,*0.943,0.008
405,2:neutral,2:neutral,,0.096,*0.89,0.014
406,2:neutral,2:neutral,,0.276,*0.723,0
407,2:neutral,2:neutral,,0.114,*0.881,0.005
408,2:neutral,2:neutral,,0.198,*0.784,0.018
409,2:neutral,2:neutral,,0.122,*0.821,0.056
410,2:neutral,2:neutral,,0.023,*0.969,0.008
411,2:neutral,2:neutral,,0.303,*0.695,0.002
412,2:neutral,2:neutral,,0.06,*0.939,0.001
413,2:neutral,2:neutral,,0.224,*0.747,0.029
414,2:neutral,2:neutral,,0.107,*0.803,0.089
415,2:neutral,2:neutral,,0.158,*0.842,0.001
416,2:neutral,2:neutral,,0.006,*0.977,0.017
417,2:neutral,2:neutral,,0.485,*0.515,0
418,2:neutral,2:neutral,,0.055,*0.878,0.067
419,2:neutral,3:negative,+,0.27,0.356,*0.374
420,2:neutral,1:positive,+,*0.61,0.37,0.02
421,2:neutral,2:neutral,,0.094,*0.904,0.001
422,2:neutral,2:neutral,,0.068,*0.925,0.007
423,2:neutral,2:neutral,,0.082,*0.89,0.027
424,2:neutral,2:neutral,,0.098,*0.863,0.039
425,2:neutral,2:neutral,,0.066,*0.725,0.209
426,2:neutral,3:negative,+,0.298,0.057,*0.645
427,2:neutral,2:neutral,,0.237,*0.711,0.052
428,2:neutral,2:neutral,,0.033,*0.912,0.055
429,2:neutral,1:positive,+,*0.5,0.003,0.497
430,2:neutral,2:neutral,,0.086,*0.781,0.133
431,2:neutral,2:neutral,,0.122,*0.875,0.003
432,2:neutral,3:negative,+,0.205,0.397,*0.398
433,2:neutral,2:neutral,,0.219,*0.768,0.012
434,2:neutral,2:neutral,,0.279,*0.72,0.001
435,2:neutral,2:neutral,,0.167,*0.791,0.043
436,2:neutral,2:neutral,,0.323,*0.665,0.012
437,2:neutral,2:neutral,,0.07,*0.929,0.001
438,2:neutral,3:negative,+,0.01,0.185,*0.806
439,2:neutral,1:positive,+,*0.942,0.005,0.053
440,2:neutral,2:neutral,,0.013,*0.965,0.023
441,2:neutral,3:negative,+,0.044,0.119,*0.837
442,2:neutral,2:neutral,,0.014,*0.971,0.015
443,2:neutral,2:neutral,,0.002,*0.773,0.225
444,2:neutral,2:neutral,,0.375,*0.537,0.088
445,2:neutral,2:neutral,,0.068,*0.784,0.149
446,2:neutral,2:neutral,,0.092,*0.907,0.001
447,2:neutral,2:neutral,,0.089,*0.9,0.011
448,2:neutral,2:neutral,,0.041,*0.959,0.001
449,2:neutral,2:neutral,,0.023,*0.972,0.005
450,2:neutral,2:neutral,,0.399,*0.598,0.003
451,2:neutral,2:neutral,,0.101,*0.881,0.018
452,2:neutral,2:neutral,,0.122,*0.873,0.006
453,2:neutral,2:neutral,,0.027,*0.971,0.002
454,2:neutral,2:neutral,,0.018,*0.976,0.006
455,2:neutral,2:neutral,,0.185,*0.739,0.076
456,2:neutral,2:neutral,,0.026,*0.97,0.005
457,2:neutral,1:positive,+,*0.82,0.061,0.119
458,2:neutral,1:positive,+,*0.876,0.094,0.03
459,2:neutral,2:neutral,,0.003,*0.899,0.098
460,2:neutral,2:neutral,,0.205,*0.733,0.062
461,2:neutral,2:neutral,,0.019,*0.79,0.191
462,2:neutral,1:positive,+,*0.51,0.441,0.049
463,2:neutral,2:neutral,,0.185,*0.803,0.012
464,2:neutral,3:negative,+,0.393,0.154,*0.453
465,2:neutral,1:positive,+,*0.412,0.319,0.269
