content,Class,cluster
'\\\"\"@WDBJ7Weather: Winter Storm Watch for portions of the WDBJ7 viewing area until 8:00pm Tuesday. http://t.co/KAbYDqZt\\\"\"we may get snowed in ;)',positive,cluster4
'My niece has a project due on the Washington Monument next Friday',neutral,cluster10
'Next Tuesday night it\'s Man City v Ajax on ITV followed by US Election Night that goes on till 6am. Good job I don\'t have uni on Wednesday',positive,cluster10
'Super Sunday indeed. After the footy & cricket, SS4 has Buffalo-NY Jets & Houston-Denver; C4 airs NE-Baltimore; @BBC5LSX has Houston-Denver',positive,cluster2
'On this Friday morning, as I await news of my fate, I want you all to know that Turbo Lover is my favourite Judas Priest song.',positive,cluster7
'@jessradio - Hope you have been entered in the Marie Colvin prize at The Sunday Times, Jess.',positive,cluster5
'Why wait until september to see Stan Walker in Sydney when he\'s coming to Newcastle Panthers on 24 August! http://t.co/DIUZzD2X',neutral,cluster6
'Hey @jakeowen, feel like coming to Edmonton on the 11th with your tour buddies @FLAGALine? #wouldntmind #summerjam',neutral,cluster10
'@Stamp_Outriders @eskscheerteam all the crew at the den university of Calgary will be cheering with u next Sunday. Go stamps go.',positive,cluster3
'The Brits don\'t need US-style debates. They debate every Wednesday. Then again, the UK parties don\'t have to work together. Usually #pmq',negative,cluster10
'@BleuFootedNewby Ah woops that\'s my bad they play the Knicks tomorrow',negative,cluster1
'Uploading a new video tomorrow! Nandito Ako (Jonya) FANVID, The first cut is the deepest (Cover) & Elevator - David Archuleta (Short Cover).',neutral,cluster4
'Big week... Revs tonight, Ice Cream @tuptuppalace Tuesday, and upstairs for Project X @DigitalNCL Wednesday for Halloween. Totally buzzing.',positive,cluster10
'I hope I get to meet Carmelo Anthony tomorrow at the Knicks Rally #Hopeful',positive,cluster1
'Maybe behind the times but has espn taken Ron jaworski off Monday night crew? Not complaining. #easyontheears #nicesurprise',positive,cluster4
'@DrLawyercop @Harthanson seems like a pretty crafty fella.  If he thinks real hard, The Finder fee may not be necessary!',positive,cluster10
'Today was National Pancake Day ~ my #WordlessWednesday says it all even if it is #MickyMouse Waffles =) http://t.co/xRRzS0w1',positive,cluster2
'Several new series available Friday at the All Arts Market at Neighborhood Theatre! http://t.co/ikr4u6Sd',neutral,cluster9
'Anniversary of miracle, national margarita day, and ash Wednesday. #celebration',neutral,cluster2
'Despite Sandy, The Show Goes On: WEEHAWKEN, NJ - OCTOBER 30:  Much of the New York City skyline sits in darkness... http://t.co/Xyt3hxTm',neutral,cluster7
'Anybody want to hang out saturday or sunday? Florida Mall? Premium?',neutral,cluster6
'Hey, it\'s Gary Carter bobblehead night when the clones come to VT on Saturday.  25 cent hot dogs and fireworks on Friday. Woohoo!',positive,cluster7
'Ally McCoist has told the Sunday Mail he hopes Rangers can adopt a youth development model similar to Porto, Ajax and PSV',neutral,cluster4
'Debating on going to the Memphis vs Clippers game Wednesday or watching the Knicks vs Heat game on TV #Decisions',neutral,cluster1
'*  \\\"\"[Congress may provide for the Case of Removal of both],  declaring what Officer shall then act as President.\\\"\"  (Article 2, Section 1)  *',neutral,cluster5
'@HannahRaff your taking your time, your josh has already blossomed into a filthy Rich young man .. he payed me taxi on Saturday #someguy',positive,cluster6
'Mark your calendars! Woody\'s tonight (Newport Beach) Friday at Sevilla (Long Beach) #fb http://t.co/lW4boKk8 http://t.co/4Ehkaa0h',neutral,cluster6
'This song says everything about a break up ...Rope To Hang by Neil McSweeney: Dir. Sat Johal of Crows Nest Films http://t.co/sA8mXUJv',neutral,cluster3
'Sorry for not replying much, working but most want Sagna LB or TV5 shifted but remember Kos and Jenk played 120 mins tues too. #toughcall',negative,cluster4
'BOZO PORNO CIRCUS with EBM Dollz Live October 27 in San Antonio at BackStage Live! http://t.co/QohYJ2rJ via @BozoPornoCircus',neutral,cluster9
'Testing time fr CONGress frm Tomorrow, #Ramdev at Ramlila Maidan Delhi as He braces up to catch the Rapacious Bull by the Horn. @Manju2102',neutral,cluster5
'Meetings in Edmonton tomorrow morning. Shopping in the afternoon. Football game in the evening. Drinks afterwards? Where?',neutral,cluster10
'Astrology may be just a load of bull... but some of it is scary true and the other half is well you can figure that out! #D3Random',neutral,cluster10
'Im so mad at Catholics im going to a Baptist church tomorrow and converting #boilingmad',negative,cluster2
'.   DMDK party led by actor Vijayakanth may not sustain for a long time under the shrewd politics of Jayalalithaa.   http://t.co/dsFjXS1O',negative,cluster6
'@TheBlackSeeds Massive congrats on the Best Roots album award in NZ! Looking forward to sharing the stage Monday in Melbourne town',positive,cluster7
'Thank you Cole for being the 20th like! :D',positive,cluster1
'@25whitney if you don\'t by break time tomorrow that is my second team!   I would already have them if Gary Carter was in the set...',neutral,cluster7
'Gunna have a dank trim and maybe treat myself to a KFC tomorrow, get me in the mood for the weekend...',neutral,cluster10
'Lets go saints Saints: Saints 7th round pick OT Marcel Jones from Nebraska at the NFL Combine http://t.co/C3Ql2ZKj: Saints: Saints 7t...',neutral,cluster1
'*curls up next to Papa on the front porch* \\\"\"Going through baseball withdrawal?\\\"\" I ask him. \\\"\"Hardly, Circe.... playoffs start tomorrow.\\\"\"',positive,cluster1
'@DENIESSEsters: Mallshow with the #PBBUnlimited BIG 4 + Wendy, Divine, Deniesse at Pacific Mall Legaspi Landco Plaza, April 30, 6pm! :)',positive,cluster8
'@MZHemingway True fact: Christianity based on a Man who wins by DYING. We call the day of His death Good Friday.',positive,cluster10
'Alan Pardew apparently compared Colocinni to Bobby Moore.   I may fucking shoot the prick for that Blasphemy. #NUFC #WUFC.',negative,cluster1
'Martin stupid \\\"\"1st notice, 2nd notice, a don\'t let me catch your ass in the street notice\\\"\"',negative,cluster6
'@walkerackerson a dance on december 8th for all the cheerleaders in the district at east',neutral,cluster2
'Anne and Toni with Myrtle, Melai, FrancElla, Jericho and JM on Sarah G Live this October 28... http://t.co/sQ0t5pG8',neutral,cluster2
'Tottenham boss Andre Villas-Boas has confirmed he has no plans to sell Emmanuel Adebayor in the January',neutral,cluster8
'@imjustanerd We may not win Academy Awards, but we will be the freaking People\'s Choice dammit!!!',negative,cluster7
'Our last draw for an HD TV is today, 24 Feb., at noon. Good luck, everyone! Details to enter the #pplHDTV comp: https://t.co/hJDkTLah',positive,cluster2
'Come see the Valley Players preform the Tragedy of Ethan Frome in JBA Fri & Sat! It\'s sure to be a \\\"\"smash!\\\"\" http://t.co/82FOrk8h',positive,cluster7
'Springsteen, Bon Jovi, Sting to Star in Hurricane Benefit Concert Friday:  Superstar musicians born in the New Y... http://t.co/VFYM2xOU',neutral,cluster2
'Yelling I\'m so proud of my son TRAYVON he\'ll be getting acknowledge in tomorrow assembly he is STUDENT OF THE MONTH. JUST THANKING GOD!',positive,cluster10
'@Gillian_Filan isn\'t it just!  staying in and watching the lovely James Martin on Saturday kitchen. Great pumpkin soup recipe to warm u up',positive,cluster10
'We love FREE!   Celebrate with Fox Theatre for their 5th anniversary!... http://t.co/TZBzFE7o',positive,cluster2
'And the new season opener is against the Dallas Stars on Thursday, Oct 25. You probably shouldn\'t buy tickets yet. Call me cynical.',negative,cluster3
'Just found out we have 91 Appointments n we are shooting for 120 on Monday - Huntsville, AL are you ready for us?!?!  #NMAE @lancomeparis',neutral,cluster10
'Katy Perry - Ni**as In Paris (Cover): Woah I didn\'t think she had it in her...  http://t.co/RkINsym3 via @youtube',neutral,cluster10
'@JustFranJ in the CL final when Lehmann got that red card, he chose to sub out Pires in the 10th minute to get Almunia in. Pires felt',neutral,cluster8
'I just hope Danica meets Justin tomorrow. And Danielle. They both deserve it. They support Justin with everything they have. #jbmeetdanica',positive,cluster10
'Get down to Adelaide Oval tomorrow to see ACC\'s @frankyworrall and the @WestEndRedbacks in action!',neutral,cluster6
'Sooooo it looks like I won\'t be seeing Mick Foley in February.',negative,cluster8
'I got tomorrow off!! Woooop!! (@ Adrienne Arsht Center for the Performing Arts) http://t.co/mzdD0SYo',neutral,cluster9
'@EricThuney You get it boy! Hey, thanks for the champagne & nummies...Very much appreicated & glad you & Laurin made it sunday..THANKS POOF',positive,cluster10
'@suprefan You hitting that Com Truise/Bonde Do Role show at the Echo tomorrow? Just entered the last contest I could find, haha.',positive,cluster5
'Writing up my case study so I can enjoy my weekend by going to Raleigh Friday && babysitting my favorite twi http://t.co/ze8MCCiG',positive,cluster10
'Going to see @JohnCena and @CMPunk along with all the other @WWE superstars December 3rd in Greensboro NC :)',positive,cluster8
'cant wait to see my mami\'s @MsHannahMaree and @besitos_xoxo damn might just hurt the streets of raleigh tomorrow night.',positive,cluster10
'Compiling playlist for lab visit tomorrow. Mostly Rammstein and Pumpkins so far... I\'m going to get in trouble, aren\'t I?',neutral,cluster10
'SO glad that I slept again when my friend phoned me from Gampel for the 2nd time! Now I have \\\"\"I know\\\"\" as voicemail on my mobile. #PlaceboGig',positive,cluster2
'may even get to watch the North London Derby match at Emirates for the first time next season!',positive,cluster8
'Cabin Fever 2 drops tomorrow. No way it\'ll be better than Taylor Allderdice but i\'m still pumped for it. @RealWizKhalifa',positive,cluster5
'@MyrtleGail will be on Sarah G Live this Sunday. Don`t forget to watch :3. She will have her first ever duet with Sarah G. :P',neutral,cluster2
'The sun had set behind Granite House twenty minutes before, and the eastern horizon was darkening.',neutral,cluster7
'The driver of a motor vehicle that crashed on Petrolia Line in the evening of July 11 remains in serious condition. http://t.co/ciUXdGck',neutral,cluster4
'I\'m going to destructo at Rise in Boston, MA - Sep 28 http://t.co/tOYJh6D0',neutral,cluster2
'Needed the loo since Bethnal Green... Now the other side of Romford This suit might be getting dry cleaned tomorrow',negative,cluster3
'Yelawolf is still the best Yelawolf - Billy Crystal Feat Rockcity On screen lyrics: http://t.co/0iSVQN00 via #DGITjustbecause he took 4th',positive,cluster1
'#Trayvon My daily tweet (10/21) in memory of Trayvon Martin - killed 239 days ago! ~May you Rest in Peace~ (Stay strong, family.)',neutral,cluster10
'Wish i couldve went to see Miss May I tonight at house of blues -.-',positive,cluster10
'View from the Valley: Seymour schools to open Friday http://t.co/AtEpajzp',neutral,cluster5
'Tomorrow Night Thursday Oct 25!!! FIRST BLOOD TOUR Dubstep & Trap Halloween Party with MAYHEM!!!! Greensboro NC... http://t.co/LYXmUVVt',neutral,cluster6
'@Darren800 ha ha yeah you\'re right! Well forget Pires, Mulleady on Saturday at Kilbeggan is the next sure thing! Lol if she runs of course.',positive,cluster7
'@Magwer84 And who had Maidana fought before the Khan fight? Hahahaha and he lost to Devon Alexander in February who is shit also! #clueless',negative,cluster4
'Ian going to the game , that\'s a waste of money because Rosedale gone demolish us 1st Quater #FACT',negative,cluster1
'I\'m going to Roger Sanchez at Dot Club in Santiago, Chile - Oct 31 http://t.co/YIjOkob7',neutral,cluster6
'The Fox shows watched moving onto a movie, George Clooney no thank you. I may be one of the few on the planet who has never watched Titanic',neutral,cluster3
'@Lo_x0 I will! I just won\'t be at Star tomorrow night (Friday). But half our staff and DJ will be working at Bang too lol.',neutral,cluster10
'I`m off Twitter for today, lets hope I return tomorrow being able to tweet about a Tottenham win in tonights Capital One Cup versus Norwich.',neutral,cluster8
'UConn confirms 2 p.m. press conference tomorrow at Gampel to discuss \\\"\"future of the men\'s basketball program.\\\"\"',neutral,cluster6
'@missamber504  @CastilleSevern  Thanx for the follow!! Make sure to Check us out THIS FRIDAY!!  for TRINA!!! LIVE!!  #EmpireNOLA',positive,cluster6
'ATTN: RUNWAY CLASS FOR TONIGHT NOV 1st IS CANCELLED. Sorry for the inconvenience. It will be rescheduled for next... http://t.co/xewznlnt',negative,cluster9
'And I never had a good time I sat by my bedside with papers, poetry about Estella.   #Greatexpectations',negative,cluster10
'The Tri-Cities Fever beat the Wichita Wild Friday night to win the Intense Conference Championship for the second... http://t.co/GKvG7GbX',positive,cluster1
'\\\"\"And I never had a good time while sat by your bedside with papers and poetry about Estella.\\\"\"',negative,cluster10
'My godsister better take her ass STRAIGHT home after school tomorrow. NCA won\'t be the place for her to be after school',negative,cluster10
'If you are at the Rampage game DM me I may be able to get you in our suite.',neutral,cluster2
