@relation '6HumanCoded Dataset'

@attribute content string
@attribute pos numeric
@attribute neg numeric
@attribute Class {positive,neutral,mixed,negative}

@data
'Hey guys, Blizzard is being rediculously stupid with their \"anti-hack\" and \"atni-gold buying\" crap and closed my account for \"buying gold\"... which of course I\'m not stupid enough to do.. but either way.. I won\'t be making any more videos, unless they give the account back. Hope you guys really enjoy this video. Peace! ~Ufayah',2,3,negative
'Lots of great highlight moments. I just think the music was a little subdued compared to the highlights. It just didn\'t seem to mesh too well with the awesome beatings I was watching. Overall a decent HL compilation though.',3,2,positive
'She stayed a long time. Good girl Una!',3,1,positive
'I absolutely love your vids!!!! I was a 100\% expensive brush buyer until I saw this video. I don\'t even want to think about all the money I have spent on Trish McEvoy, Stila and MAC brushes. Don\'t get me wrong they are great and I love them but $ does not always equal quality, I think it\'s great you are showing people that might not be able to afford the expensive things that there are other options and not pushing the expensive ones because you know what they say...it\'s all about the tool. V',4,2,positive
'TAX PAYERS REVOLT !!!!',4,4,mixed
'RON PAUL 2012',1,1,neutral
'only 6psi too....smaller pulley made yet?',2,1,positive
'@crogeek A Social Engineer do not get you in the newspapers unless that is needed. Consider what is reported in newsmedia, if it says something and people get afraid and start looking, they may find sites which some would consider to be adversarial, and w',1,2,negative
'why is that zombie naked?',1,2,negative
'LOL R=U is racism!',1,3,negative
'@yw00000 5! includes 4 which is not a prime. 2*3*5=30 and 31 is a prime.',2,2,mixed
'nice video and they all look beautiful together it is so cute and amazing, i cant wait for season 4 where all the girls are together now that would be awesome!rock on!',4,1,positive
'what a bag of shit',1,5,negative
'I dont care I enjoyed this movie cause it was cutting edge for the times goooooo Ron Howard and George Lucas! Even though the last 3 star wars sucked ass!',3,3,mixed
'yea! i looked everywhere for like a year for the commercial with that whistle! i whistled it all over and nobody knew what it was from! lol :) now i finally found it! woohoo!',4,1,positive
'why are you playing those notes staccatto??? Its supposed to sound like fog, hence the name',1,2,negative
'i love his jealousy!',3,1,positive
'benci banget promosiin budaya indonesia pake lagu2 asing..!!! emangya ngga punya lagu sendiri..!!!?? percaya diri sedikit knp sih.',1,1,neutral
'@PARANOIDnickANDmatt A lot of the Japanese artists I\'m into [mainly rock] sound exactly as they do when they\'re on stage and on their CDs - it\'s amazing to hear them. It\'s one of the reasons why I love this band.',4,1,positive
'That\'s because it was eventually deleted from the game (along with the scene with Max driving a car alongside the train.)The two scenes appear in the game\'s intro anyway, regardless of them never happening.',1,2,negative
'lmaoo, ',3,1,positive
'haha sounds like something i would probably do',3,1,positive
'I have a 79 with big wheels in the back and its a pain in the ass because they keep rubbing and my tires keep getting slashed and ripped. I love those wheels but I need to find a way to make it work.',2,3,negative
'Thanks! I have fun doing them, so they\'re gonna keep on coming. I don\'t even have an estimate for how many videos this series will have; there\'s just so much more stuff to switch on and off in the 3GS vs. the iPod touch I tested last year.',3,1,positive
'WOW He taught!',3,1,positive
'i think shes saying..she should have feared him...',2,2,mixed
'because if the tattoo is colerd all the ink will fade and it will almost be like u never hade it but if its black u should use vaseline',2,2,mixed
'hey martha..who is next 50 cent?',2,1,positive
'i have a paralyzing \"case\" of bufonophobia. i\'d jump in front of a bus before every getting near a toad :\'(',1,3,negative
'@hansonkewl06 I\'ll take the girl',2,1,positive
'You cannot see proof of God until you are willing to listen to people who know God. They have His \"license,\" what He looks like, what He does, etc. But you are a stranger. Would you show a stranger your friend\'s personal information? No. First, you must be willing to listen. That\'s great that you want to contribute to humanity; but even an animal dies having contributed to others. I think humans, w/ higher intelligence, can strive for more in life, and reach beyond material boundaries.',3,3,mixed
'sad really, but perhaps he was a really good physics teacher....',2,2,mixed
'@ETanner Thanks for the tip! I\'m going to start trying your routine. I was just wondering what would be the best order to do these in when I saw your comment.',3,1,positive
'Great Song!',3,1,positive
'I like my Margaret Cho fat, nasty and disgusting. Who is this hawt sexy woman?',3,3,mixed
'Like I said...those stupid programs caused me more trouble than was needed.I think the only think I\'m really disappointed with is her hair. >3>',1,3,negative
'Free energy has been here for a while ,But Millions are spend in supressing that information,Get the blueprints for a real Magnet motor free enegy machine at LT-MAGNET-MOTORdotCOM ,Start the revolution!',3,2,positive
'The guitarist in this made it his own although, Kasabian\'s is far better',2,2,mixed
'shits fuckin illim glad theres someone who knows hip hop',2,4,negative
'Any God whose attention is not hooked by this and \"Rex Tremendae\" (Tremendous King of Great Majesty)...should be fired.',1,3,negative
'My God.....who could have done such a thing....no....not.....G.Emotion does not computeLOL real choice voice acting here...But seriously I remember seeing this game in the arcades...good to see it has not fully lost its touch.',2,3,negative
'gorgeous woman (no homo)',3,2,positive
'That last advice Spielberg made my hairs rise...',2,2,mixed
'Karthik you are a very good teacher. Anyone new to IT, this is a very good place to take training. He can walk you through very slowly and steadily.',3,1,positive
'Why are you getting into street fights anyway? Seriously, when did the point of a martial ART become stopping pickpockets?',1,5,negative
'whats the name of the song at 3:18',1,1,neutral
'Beautiful. Thanks for posting.',3,1,positive
'This song inspires me i love to sing in front of big crowds and when i remember this song i know that i should just be my self on stage, and i also feel confident of my self when i hear this song cause my brother always says im ugly and stupid and nobody will ever like me,',3,3,mixed
'lmaaaooo, sala kuthria...i love that part....it never gets old!!!!!!!!!!!!',5,1,positive
'So it\'s only in canada ?',2,2,mixed
'is this phone Good Overall?',2,2,mixed
'@trivuong weapons and old people thats funny enough.',2,2,mixed
'Dim fd As New OpenFileDialogWith fd.Filter = \"text documents (*.txt)|*.txt\"If .ShowDialog = Windows.Forms.DialogResult.OK ThenTextBox1.Text = .FileNameDim lines As Integer = 0Dim txtparser As New TextBoxtxtparser.Multiline = Truetxtparser.Text = My.Computer.FileSystem.ReadAllText(.FileName)For Each sometxt As String In txtparser.Lineslines += 1Nextlb1lines.text = linesEnd IfEnd With',1,1,neutral
'@Bmx16Abomination Haha.. your comment made me laugh.',2,2,mixed
'Does Dave Wilson, the lead singer, remind anyone else of a young and thinner Steve Earle?',2,2,mixed
'@gypsiegirlsdarkprinc Ohh man you would have loved them, Saw them 4 times live .. 91/92.. Slane Castle Ireland 92,,, Alpine Valley 91,, Noblesville 91,, Wembley 91,,, They were fucking BIBLICAL,, EPIC i still remember every fucking night i saw them live..',4,1,positive
'nope i trust you has more depth to it and more emotion behind it',2,1,positive
'@RobotCow01 Why Are You Watching It Then?',1,2,negative
'Pinlines were made using Liquitex paint. Any acrylic paint will do. Just have to tape it up good and put it on thick.',2,1,positive
'love Graciela and Adrian so much!so in LOVE... 1:59-2:49',5,1,positive
'You need to know that anti-scabies meds don\'t work on some mites. And they are very toxic. plus they come back if they are not exterminated from the furniture and clothing.. not an easy task and it is hard to find something that won\'t kill you too.',1,3,negative
'I love Philly. It was the greatest city to live in. I miss it.',4,2,positive
'There\'s the dark side of Tenesha that I like to see. Wonderful, wonderful video. The effects where you got the faces to perfectly overlap, WOW!!',4,1,positive
'My Team is finally going to compete 82+ games a year. Stat City with Felton running the point Gallo with the 3\'s Randolph showing off his potential Turiaf and Mozgov protecting the paint. 2010 knicks year',2,1,positive
'love the pic on the roof at 1:39!',3,1,positive
'k paso con ulizes zamora? el 1er cantante de los capi?',1,1,neutral
'Nope. A. Jeffrey LaValley, from Flint, Michigan. The keyboardist extraordinaire.',3,2,positive
'I\'m with you Darrell, A BIG NO to this mosque.',2,4,negative
'this has got to be my favourite song',3,1,positive
'You guys are soooo Random',2,2,mixed
'@CesarRamirezOcampo there is a theory for all things in life :)',2,1,positive
'is it me or is it weird that good shows get canceled a lot while the crappy shows are too stubborn 2 leave.4 example:hannah montana',1,3,negative
'Man, I love how the characters always have a final talk before they begin battle. Always makes the scene more dramatic...like a calmness before the storm.',3,1,positive
'@ShakeAlmighty yah its true hes the best hell wope your assh',3,2,positive
'killer mike is too good to be this underrated',2,2,mixed
'Yeah, but it\'s just that Nazrin is so much easier to get lol.',2,1,positive
'y yall got to b so freakin crazii about the soroitys yea i mean i understand dat aka\'s and DST may b rival step org. but wat the rude comments 4?wateva u have to say bout a step or org. if it aint respectful den y da 4ck say it den???me im 13 years old and wen i get older i will be a delta BKuz det r da best.yes aka\'s originated it but wen dey cam yall were downrated.and y were arguin its not bout the step its about the history and the service they put an effort out to help.',2,3,negative
'elsworth isnt black...',1,2,negative
